poi_id,lat,lon,cell_site_dist,4G_coverage,is_connected,is_visible,num_visible,fiber_length_1km,mst_solution_1km,fiber_length_2km,mst_solution_2km,fiber_length_3km,mst_solution_3km,fiber_length_4km,mst_solution_4km,fiber_length_5km,mst_solution_5km,fiber_length_6km,mst_solution_6km,fiber_length_7km,mst_solution_7km,fiber_length_8km,mst_solution_8km,fiber_length_9km,mst_solution_9km,fiber_length_10km,mst_solution_10km,fiber_length_11km,mst_solution_11km,fiber_length_12km,mst_solution_12km,fiber_length_13km,mst_solution_13km,fiber_length_14km,mst_solution_14km,fiber_length_15km,mst_solution_15km,technology_1km,technology_2km,technology_3km,technology_4km,technology_5km,technology_6km,technology_7km,technology_8km,technology_9km,technology_10km,technology_11km,technology_12km,technology_13km,technology_14km,technology_15km
ef55a242-71c2-4895-9d7f-7cc87011cc24,38.89521462,1.354087839,1669,0.0,0,True,3,,0.0,,0.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,2.3013820000000003,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
ef6eb534-04e9-4265-bc5b-1543f3452634,38.88051984,1.378797427,1213,0.0,0,True,3,,0.0,,0.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,1.19724,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f01b7a6c-8d4e-4a7c-89f8-ef79eff4aab5,39.0086591,1.310230843,1874,0.0,0,False,0,,0.0,,0.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,2.110352,1.0,Satellite,Satellite,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f1258afa-9fe6-46f8-89a4-75826b810986,38.89320415,1.409553323,1874,0.0,0,True,3,,0.0,,0.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,2.289354,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,38.96558957,1.320599286,1202,0.0,0,True,3,,0.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,0.8512190000000001,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f4757abf-5db7-4f0e-a7cc-0c437012a72e,38.95949111,1.24701343,1830,0.0,0,False,0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,0.277329,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,38.95013868,1.331319864,1224,0.0,0,True,3,,0.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,0.827351,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,39.00303877,1.418651684,788,0.0,0,True,3,,0.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,1.715148,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,38.98125539,1.369830696,785,0.0,0,True,3,,0.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,1.4484590000000002,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
fa2f7383-f6dd-4b0e-9db6-269f8f5d4a17,38.9608426,1.391227572,538,0.0,0,True,3,,0.0,,0.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,2.3342289999999997,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
feaecc5f-7357-48b4-9cc8-a845d67ecb4c,38.96432194,1.359063479,1352,0.0,0,True,3,,0.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,1.631683,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
