x,y,splitter,geometry
1.276045852,38.90932032,False,POINT (1.276045852 38.90932032)
1.2754202,38.90685783,False,POINT (1.2754202 38.90685783)
1.288587958,38.89706249,False,POINT (1.288587958 38.89706249)
1.247868859,38.86134812,False,POINT (1.247868859 38.86134812)
1.262128614,38.90165325,False,POINT (1.262128614 38.90165325)
1.353788387,38.98430143,False,POINT (1.353788387 38.98430143)
1.353724734,38.99313359,False,POINT (1.353724734 38.99313359)
1.244596552,38.86260202,False,POINT (1.244596552 38.86260202)
1.3101884539227653,39.02763792620362,False,POINT (1.3101884539227653 39.02763792620362)
1.239488959,38.93397385,False,POINT (1.239488959 38.93397385)
1.310230843,39.0086591,False,POINT (1.310230843 39.0086591)
1.350554245,39.05934325,False,POINT (1.350554245 39.05934325)
1.409553323,38.89320415,False,POINT (1.409553323 38.89320415)
1.29261,38.95421761,False,POINT (1.29261 38.95421761)
